title,genre,description,rating,writer,illustrator,original_creator
녹빛자정의 연인,드라마,"19세기말 자작가의 대저택.그곳의 하인과 하녀인 에드가와 준.연인 사이이자 평생을 함께할 거라 생각했던 어느 날,자작가의 사생아 카메론의 등장으로 모든 게 어긋나기 시작하는데…",9.96,백작,백작,백작
여고생이 신인데 나만 괴롭힘,드라마,"그냥 인생이 재수 없는 줄 알았는데, 알고 보니 여고생이 내 인생을 조작해서 괴롭히고 있던 거임ㄷㄷ",9.68,박장고 , 이우,박장고 
악당 가족이 독립을 반대한다,로맨스,"가족애 따위 없는 살벌한 악당 가문의 사생아 엘로디, 어느 날 갑자기 전생의 기억을 찾다!자신이 환생한 이곳이 전생에 읽었던 소설 속이며3년 후 진짜 여주인공이 나타나면서 자신은 악당 가족에게 버림받고 살해당할 운명임을 깨닫고언니가 등장하기 전까지 적당히 뒷돈 챙기다가 이 가문에서 독립하자!고 생각했는데……“독립? 그게 무슨 개소리지?”“너한테 바람 불어 넣은 놈이 누구야.”“누님, 혹시라도 가출할 생각은 아니겠지?”가족들이 독립을 반대한다? 저 살고 싶은데요, 독립시켜 주세요!",9.97,밋츄 , 하티 , 이흰
제왕,액션,"깡패, 검사, 국회의원...절대 섞여서는 안 될세 친구가 만들어 내는30년 간의 핏빛 느와르.",9.92,김남규 , 애풍,김남규 
영업 천재가 되었다,판타지,"나는 빚을 갚기 위해 당장 할 수 있는 일을 선택했고, 그게 내겐 영업이었다.그리고 내게 다시 한 번의 기회가 주어졌다.",9.91,혜림 , 댄킴,혜림 
좀비묵시록 82-08,액션,탕-!의문의 선박 속'그것'으로부터 시작된 괴이한 전염병은서울을 죽음의 도시로 만들어버린다.예고 없이 닥쳐온 심판의 그날부터세상의 모든 질서는 완전히 리셋되었다.처절한 생존 경쟁 속에서프로젝트명 [좀비묵시록 82-08]이 시작된다.,9.75,달아 , 경우 , 박스오피스
미친 재능의 플레이어,판타지,"세상의 운명이 걸린 게임이 시작되고 6년. 한 번도 톱 랭커의 자리를 내어주지 않은 최강의 플레이어,영웅왕 강유성 역시 새로운 시즌을 맞이한다. “저는…… X나 예전에 끝났습니다. 돈 때문에 하는 거죠.” [도발 수치가 대폭 상승합니다!] [어릿광대 군주가 계약자의 행동에 흡족함을 표시합니다!] 미친 재능의 플레이어가 살아남는 법이 펼쳐진다!",9.75,S-Nanyc , 호라칸 , 체나
막장 악녀,드라마,"현생에서는 비루한 보조작가인 내가, 자고 일어났더니 막장 드라마 속 악녀라고?(잠깐, 악녀들은 다 부자잖아?!) 부를 거머쥔 악역 여주에 심취한 것도 잠시,이 막장드라마 세계관에서 탈출하려면 내 손으로 엔딩을 내야 한다! 그렇게 매콤한 김치싸대기 로맨스를 장전하게 되는데?!",9.86,LICO,LICO,LICO
찔레꽃 그늘 아래,로맨스,"욕망과 동란의 도시, 경성.그 안에 핀 웃지 않는 꽃, 기생 이선.그녀의 모든 것을 앗아갔던 남자, 한서진을 10년 만에 다시 만난다.가슴을 에는 고통. 매 순간 살아나는 아픈 기억. 그걸 끝내는 방법은 한서진에게 복수하는 것뿐.인연은 악연이 되고, 증오 위에 꽃은 피어난다. 상처 입히고, 탐닉하며, 또다시 함께 떨어져 간다.슬픈 낭만의 도시, 경성에서.",9.92,해람 , 홍이,해람 
보스리턴,액션,"형님이 돌아왔다!?전국구 조직의 보스 '백강훈', 믿었던 부하의 칼에 맞고 고교생으로 회귀!아내의 죽음을 되풀이하지 않기 위해 폭력 없는 새 삶을 살 수 있을까?",9.85,양세준,양세준,양세준
함부로 친절하지 말라,로맨스,"수백 년간 '장벽'과 끊임없는 전쟁을 치루는 칼레타 제국의천재 기사로 칭송 받던 '루스티카 제너스'는거짓말처럼 하루아침에 모든 힘이 증발했다.그 후, 4년 간 폐인처럼 칩거하던 그녀 앞에 나타나달콤한 하룻밤을 보낸 정체 모를 남자 '헤이든'은과거의 루스티카를 기억하고 있는데…. 한편, 칼레타의 황제가 칩거하던 그녀를 소환해무너진 장벽 너머 오랜 적국이던 페르세타 제국의 외교관으로 파견을 명한다.모든 힘을 잃어버린 전직 기사 루스티카는 과거의 자신을 되찾을 수 있을까?",9.95,도림 , 류화 , 유세라
"사랑, 그거 어떻게 하는 건데",로맨스,"베스트셀러 작가 이시원. 그가 쓴 범죄 스릴러 소설 <밧줄>에 나온 것과 똑같은 수법의 살인 사건이 현실에서 일어난다. 피해자가 나왔고, 범인은 아직 잡히지 않았다. 시원은 죄책감과 트라우마로 스릴러 대신 로맨스를 쓰겠다고 마음 먹는데...'이시원이 로맨스라고...? 매 소설마다 사람 다섯은 죽이는 그 이시원이?'결국 시원은 '사랑'을 배우기 위해 오랜 친구 소담에게 연애 제안을 한다. 과연 그들은 사랑과 범인을 모두 잡을 수 있을까?",9.96,이범,이범,이범
시한부의 아이까지 뺏으려 합니다,로맨스,"“아이에게 시한부 어머니를 남겨줄 생각이에요?”부모님의 유품인 마법 거울이 보여준 미래는 참담했다.아이를 낳고 나는 시한부가 되고, 남편의 정부가 아이를 두고 떠나라고 종용하는 미래.아직 우린 결혼조차 하지 않았으니 불행한 미래도 피할 수 있을 거야.“노공작께서 돌아가시면 우리도 헤어지자.”북부의 차가운 설원을 닮은 네가, 나를 붙들 리 없으니.그런데 이별을 이야기하는 나를 바라보는 네 눈빛은 왜 이렇게 뜨겁지?.“아이가 없으면 아무 문제없는 거 아닌가? 그러니까 너도 이혼 같은 거 꿈도 꾸지 마. 그냥 내 옆에 있어.”조심스럽게 다가온 네 입술에서 따뜻한 온기가 느껴졌다.하지만 깊은 입맞춤은 그저 이제 이어질 기나긴 밤의 시작을 알리는 행위였을 뿐이다.",9.84,랍스타 , 이루이,랍스타 
달이 뜨지 않는 도시,스릴러,"불행한 삶을 사는 여고생 하정의 유일한 낙은 인플루언서 ‘달달룬’의 일상을 훔쳐보는 것이다.하정은 그녀에게 집착 수준의 애정을 갖고 집안 월패드까지 해킹해서 아주 사적인 삶조차 샅샅이 훔쳐본다. 평소와 같이 달달룬의 방을 훔쳐보던 어느날. 하정은 달달룬의 죽음을 목격하게 되고, 다음날 죽은 그녀의 몸에 빙의된 자신을 발견하게 되는데….2023 지상최대공모전 1기 우수상 수상작.",9.83,뚱귤,뚱귤,뚱귤
공녀님의 꽃밭에는 그들이 산다,로맨스,"가족의 사랑을 받고 싶어 새로 얻게 된 삶에 사랑을 바랬다. 그런데 웬걸?! 정령왕의 인장 덕에 정령사의 자질을 갖고 태어났는데...부모님과 두 오라버니들은 한없는 애정을 퍼붓고, 기사단은 제발 호위로 뽑아달라며 졸졸 따라다니기 일쑤다. 게다가..""네 가벼운 바람은 내 간절한 염원이라는 것을 왜 몰라줄까."" 동(東) 마계 지배자인 제 2악마는 시선 한번 달라 애원하고, ""좋은 황제가 되고 싶다. 네가 편안히 머무르는 것으로 족할 제국을 만드는 황제가."" 소꿉친구인 황태자는 날 위해 강한 제국을 만들겠다 선포한다. [우리 병아리 앞에 다 무릎을 꿇어라!] 계약한 정령들이 입버릇처럼 외치는 것은 덤. 모두가 깨물지 못해 안달 난 병아리의 본격 꽃길 걷기!",9.85,검오리 , 영락 , 고겨울
악녀교실,드라마,"같은 반 여자애에게 약점을 잡혀 괴롭힘 당하는 고등학생 '허정우'. 피폐한 나날을 보내던 정우의 반에 전학생 '한보라'가 온다. 까만 생머리와 다리에 얼룩을 가진 그 아이를 보고 정우는 강한 기시감을 느낀다. 아니나다를까, 시비 거는 반 아이들을제압한 한보라는 그들에게 묻는다. '나랑 비슷한 애 본 적 있어?' 어쩌면 꼬인 것을 바로잡아줄 보라에게 정우는 접근하기로 하는데...",9.92,즛호,즛호,즛호
엘프,판타지,"유원지 관리인 태인에게 자신을 '엘프'라 하는 이상한 손님 제솔이 찾아온다. 그녀는 아버지의 유품을 달라고 하면서 그의 목걸이를 훔쳐 간다. 그때, 태인을 납치(?) 하는 정체불명의 사람들. 그들은 태인이 우리나라의 소수민족 '엘프'이며, '엘프' 중에서도 신처럼 모셔지는 강산의 후예라며 태인에게 '엘프'가 이주할 수 있게 도와달라 부탁하는데...",9.96,홍작가,홍작가,홍작가
제국 제일의 상속녀가 되었습니다,로맨스,"사람들이 기피하는 백색병에 걸려 힘겹게 살던 '에스텔'.어느 날 주인공 '세리아'의 등장으로 전생을 떠올려 자신이 소설 속 엑스트라에게 빙의된 것임을 깨닫는다.어렸을 적 하녀의 아이와 바뀌었단 이유로 집에서 쫓겨난 에스텔은 발루아가 형제들의 도움으로 목숨을 건지게 되고, 본래라면 세리아와 이어지는 남주인공 '클로드'와 엮이기 시작하는데...",9.91,한강 , 요정용,한강 
내가 왜 킬러?!,개그,"뜻하지 않게 언더커버 요원이 된 '조', 본래 목표였던 사무직으로 옮겨가기 위해선 이번 임무를 완수해야 한다. 바로 범죄조직 산하의 극악무도한 킬러 집단 '들개들' 잠입수사! 무시무시한 킬러들에게서 정보를 빼내기 위해 같은 킬러로 위장하고 숨어들었지만 어째선지 조의 킬러로서의 명망이 점점 높아지는데..우당탕탕 코믹 잠입수사기!",9.94,규잉,규잉,규잉
학식의 꿈,로맨스,"어려운 환경에서도 꿋꿋이 공부해 명문대에 합격했지만, 연애 점수는 0점인 예진.남자친구를 만들고 싶다는 소망으로 이것저것 시도해 보는데….때마침 예진의 앞에 나타난 유일한 남사친이자 체대생 현은 친구라는 탈을 쓰고 예진에게 점점 집착한다.과연 예진은 높은 학식으로 집안을 일으키는 꿈과, 학식 먹으며 연애하는 꿈 두 가지를 모두 이룰 수 있을까?",9.95,으앵,으앵,으앵
반려짐승,드라마,"개라면 종을 가리지 않고 싫어하는 사람인 '안재필'.애견인인 상사와의 마찰로 인해 다니던 직장을 그만두게 된 그는 작은 타투샵을 차린다.그렇게 타투이스트로 살아가던 어느 날, 재필은 집 근처에서 죽어가는 강아지 한마리를 발견하는데...그 곁을 무심히 지나치려는 찰나, 그는 불현듯 빗속에서 죽어가던 자신의어릴 적 모습을 떠올리게 된다.개를 싫어하는 마음과 동정심이 교차하는 가운데 재필이 내린 선택은..?",9.95,래형,래형,래형
두 번째 삶은 힐링라이프?,판타지,"위대한 전사들의 가문 펠리비아의 사랑받는 막내아들 '유진 펠리비아'는 '창세의 마법사 펠린'의 은혜로 두 번째 삶을 얻는다.유진은 자신을 구원해준 펠린과 같은 마법사가 되어 세상을 이롭게 하겠다는 꿈을 가지지만, 어두운 현실과 운명은 여전히 그를 놓아주지 않는데..",9.9,당토,당토,당토
찌질하지만 로맨스는 하고 싶어,로맨스,"여자랑 말도 제대로 못 해본 탓에 쉽게 설레고 의미부여하는 금사빠 이현태.그렇지만 마음 속엔 순수한 사랑을 꿈꾼다. 이런 현태의 찌질함을 때려서라도 바로잡아 주는 ‘젊꼰’ 선배 윤지희.현태는 또 다시 사랑에 빠졌다. ‘금사빠라고? 아니야, 이번엔 진짜로 진지하다고!'한 소년의 성장기이자 모든 남자들의 순수한 첫사랑 이야기.",9.24,상수,상수,상수
고백어택,로맨스,"하나는 언제나 2등이었다. 늘 1등을 하는 한건우 때문에!속을 알 수 없는 건우를 무너뜨리기 위해 수단과 방법을 가리지 않던 하나.이번에는 가짜 고백으로 멘탈을 흔들려 했는데...어라, 얘 이 고백 왜 받지? 뭐... 내가 좋다고?!",9.83,늠개,늠개,늠개
다육이는 잘 자란다,드라마,"평범한 모범생 '다육이'는 선도부 활동 중, 복장 불량인 선배를 적었단 이유로 일진 무리의 리더 '이선경'과 엮이게 된다.'이선경'의 협박으로 일탈한 행동에 참여하게 되며 계속 엮이게 되는 두 사람에게 기묘한 관계가 생기게 되는데...",9.88,도국,도국,도국
어쌔신 크리드 - 잊혀진 사원,판타지,"잃어버린 사원의 전설에 대한 단서를 얻은 에드워드 켄웨이.이번엔 해적이 아닌 암살단원으로서 다시 바다로 향한다.""내가 에드워드 켄웨이라고? 이게 무슨 일이지...?""그리고 애니머스를 통해 머나먼 조상 에드워드 켄웨이의 기억을 따라가는 김노아.18세기 동남아 남중국해 무대에서 <어쌔신 크리드 IV: 블랙 플래그>의 후속편이 시작된다!""템플러들이 발견하기 전에, 내가 먼저 찾아주지.""",9.88,NOHT , Tabii,ARC 
프로페서,감성,“자네라면 내 유고를 맡길 수 있겠어. 이어서 써 줄 텐가?”세계적인 학자의 유품을 물려받게 된 대학원생 박민우.3류대 출신 인문학도의 위대한 도전이 시작된다!,9.45,다드래기 , 노리 , 김연우
날 먹는 건 금지양!,로맨스,"잘생겼지만 성격이 개(?) 같기로 유명한 '남해술'은 소꿉친구인 '양미루'에게만 잘해준다. 좋아해서 잘해주는 게 분명해! 정말 그런 걸까?해술이의 속마음을 전혀 모르겠는 미루. 그러던 어느 날, 미루는 해술이가 품고있는 ''흑심'에 대해 알게 되는데!10년 우정에 금이 가기 시작한다..! 늑대소년과 순둥이 소녀의 천방지축 성장기!",9.97,조9,조9,조9
컨트롤X,로맨스,"10년 사귄 전남친 '다니엘'이 절친 '올리비아'와 결혼했다. 그것도 내 생일인 크리스마스에!!!!세계적인 싱어송라이터 '크리스'는 다니엘과 올리비아의 결혼식에 깜짝 방문해 그곳을 콘서트장으로 만들며 보기좋게 복수한다. 하지만 다음날 아침, 크리스는 충격적인 소식을 접하게 된다. 크리스는 과연 잃어버린 사랑, 우정, 명성을 모두 되찾을 수 있을까?",9.5,사이렌 , 서클,사이렌 
포스트 팬데믹,스릴러,"어느 날, 한국대학교병원으로 실려 왔던 아르스24 변종 의심 환자가 탈출했다.자신이 담당하고 있던 환자를 놓친 것에 대해 책임감을 느낀 감염내과 교수 정유현은 환자를 수색하는 일에 발 벗고 나서기로 하며, 환자가 마지막으로 목격된 화성시 수락 마을로 향한다. 그리고 그들은 마을 입구에서 무언가와 맞딱뜨리게 되는데...,2m에 달하는 키, 일반 성인 남성보다 훨씬 거대한 체구, 손에 들린 동물의 시체, 피로 얼룩지고 찢어진 옷, 노인의 얼굴을 하고 있지만 노인으로 보기 힘든 남자의 모습.수색조는 남자의 모습에 순간 압도당하고 만다. 그리고 정유현은 남자의 기이한 모습과 도망친 환자가 병원에서 보여 줬던 이상 증세가 서로 연관성이 있음을 발견하게 되는데...",9.88,좡좡 , 영명 , 한산이가
